run-parts 4.8.6-1
s-nail 14.9.11-1
s3cmd 2.0.2-2
sane 1.0.27-1
sbc 1.3-2
screen 4.6.2-1
sdl 1.2.15-9
sdl2 2.0.8-9
sdl_net 1.2.8-3
sdl_sound 1.0.3-6
seabios 1.11.0-1
sed 4.5-1
semver 5.5.1-1
shadow 4.6-1
shared-mime-info 1.10-1
sip 4.19.12-5
slang 2.3.2-1
smpeg 0.4.5-3
snappy 1.1.7-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.0-1
spandsp 0.0.6-2
speex 1.2.0-1
speexdsp 1.2rc3-3
spice 0.14.0-2
spice-gtk 0.35-1
spotify 1.0.89.313-1
sqlite 3.25.2-1
srt 1.3.1-1
sslstrip 0.9-8
stalonetray 0.8.3-2
startup-notification 0.12-5
strongswan 5.7.1-1
sudo 1.8.25.p1-1
suitesparse 5.3.0-1
supertuxkart 0.9.3-1
swig 3.0.12-1
sysfsutils 2.1.0-10
systemd 239.2-1
systemd-sysvcompat 239.2-1
taglib 1.11.1-1
talloc 2.1.14-1
tar 1.30-1
tcl 8.6.8-3
tdb 1.3.16-1
terminator 1.91-6
terminus-font 4.46-1
tex-gyre-fonts 2.005-3
texinfo 6.5-1
thin-provisioning-tools 0.7.6-1
thunar 1.8.2-1
thunar-archive-plugin 0.4.0-1
thunar-media-tags-plugin 0.3.0-1
thunar-volman 0.8.1-2
tigervnc 1.9.0-1
tinyxml 2.6.2-6
tk 8.6.8-3
tor 0.3.4.8-1
tor-browser 8.0.1-1
tslib 1.17-1
ttf-croscore 20180322-1
ttf-dejavu 2.37-2
ttf-fira-mono 2:3.206-2
ttf-fira-sans 1:4.301-1
ttf-font-awesome-4 4.7.0-5
ttf-google-fonts-git 1:r1249.98670058-1
ttf-hack 3.003-1
ttf-inconsolata 1:2.0.0.1-3
ttf-liberation 2.00.1-7
ttf-mac-fonts 20100901.134-1
ttf-merriweather 1:2.003-1
ttf-merriweather-sans 1.006-4
ttf-monaco 6.1-3
ttf-ms-fonts 2.0-10
ttf-opensans 1.101-1
ttf-oswald 4.100-2
ttf-quintessential 1.001-4
ttf-roboto 2.138-1
ttf-signika 1.002-2
ttf-ubuntu-font-family 0.83-3
ttf-vista-fonts 1-8
tumbler 0.2.3-1
twolame 0.3.13-8
tzdata 2018e-2
udisks2 2.8.1-1
unarchiver 1.10.1-4
unixodbc 2.3.7-1
unrar 1:5.6.7-1
unzip 6.0-12
usbredir 0.7.1-1
usbutils 010-1
util-linux 2.32.1-2
v4l-utils 1.14.2-1
vde2 2.3.2-11
vi 1:070224-3
vid.stab 1.1-2
virglrenderer 0.7.0-1
virt-install 1.5.1-1
virt-manager 1.5.1-1
virt-what 1.18-1
virtualbox-guest-iso 5.2.18-1
virtualbox-guest-modules-arch 5.2.18-12
virtualbox-guest-utils-nox 5.2.18-1
virtualbox-host-modules-arch 5.2.18-12
volume_key 0.3.11-2
volumeicon 0.5.1-3
vpnc 0.5.3.svn550-2
vsqlite++ 0.3.13-5
vte-common 0.54.1-1
vte3 0.54.1-1
vulkan-icd-loader 1.1.82+2958+1f9a54573-1
vulkan-intel 18.2.1-2
vym 2.6.11-1
wavpack 5.1.0-2
wayland 1.16.0-1
wayland-protocols 1.16-1
webkit2gtk 2.22.2-1
webrtc-audio-processing 0.3.1-1
wget 1.19.5-1
which 2.21-2
wildmidi 0.4.2-1
wireless_tools 30.pre9-2
wireshark-cli 2.6.3-1
wireshark-common 2.6.3-1
wireshark-gtk 2.6.3-1
wmctrl 1.07-5
woff2 1.0.2-1
wpa_supplicant 1:2.6-12
wxgtk-common 3.0.4-2
wxgtk3 3.0.4-2
x264 2:155.r0a84d986-2
x265 2.8-1
xapian-core 1:1.4.7-1
xbitmaps 1.1.2-1
xcb-proto 1.13-2
xcb-util 0.4.0-2
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xcb-util-xrm 1.3-1
xchm 1.23-7
xcursor-vanilla-dmz 0.4.5-1
xdg-utils 1.1.3-3
xdotool 3.20160805.1-1
xf86-input-libinput 0.28.0-1
xf86-video-intel 1:2.99.917+847+g25c9a2fc-1
xf86-video-vesa 2.4.0-2
xfce4-notifyd 0.4.2-1
xfconf 4.12.1-5
xfsprogs 4.17.0-1
xkeyboard-config 2.24-1
xkeycaps 2.46-8
xmlsec 1.2.26-1
xorg-bdftopcf 1.1-1
xorg-docs 1.7.1-2
xorg-font-util 1.3.1-2
xorg-font-utils 7.6-5
xorg-fonts-100dpi 1.0.3-3
xorg-fonts-75dpi 1.0.3-3
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.4-5
xorg-iceauth 1.0.8-1
xorg-luit 1.1.1-3
xorg-mkfontdir 1.0.7-9
xorg-mkfontscale 1.1.3-1
xorg-server 1.20.1-1
xorg-server-common 1.20.1-1
xorg-server-devel 1.20.1-1
xorg-server-xdmx 1.20.1-1
xorg-server-xephyr 1.20.1-1
xorg-server-xnest 1.20.1-1
xorg-server-xvfb 1.20.1-1
xorg-server-xwayland 1.20.1-1
xorg-sessreg 1.1.1-1
xorg-setxkbmap 1.3.1-2
xorg-smproxy 1.0.6-2
xorg-twm 1.0.10-1
xorg-util-macros 1.19.2-1
xorg-x11perf 1.6.0-2
xorg-xauth 1.0.10-1
xorg-xbacklight 1.2.2-1
xorg-xclock 1.0.7-2
xorg-xcmsdb 1.0.5-2
xorg-xcursorgen 1.0.6-2
xorg-xdpyinfo 1.3.2-2
xorg-xdriinfo 1.0.6-1
xorg-xev 1.2.2-2
xorg-xgamma 1.0.6-2
xorg-xhost 1.0.7-2
xorg-xinit 1.4.0-3
xorg-xinput 1.6.2-2
xorg-xkbcomp 1.4.2-1
xorg-xkbevd 1.1.4-2
xorg-xkbutils 1.0.4-3
xorg-xkill 1.0.5-1
xorg-xlsatoms 1.1.2-2
xorg-xlsclients 1.1.4-1
xorg-xmodmap 1.0.9-2
xorg-xpr 1.0.5-1
xorg-xprop 1.2.3-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.1-1
xorg-xrefresh 1.0.6-1
xorg-xset 1.2.4-1
xorg-xsetroot 1.1.2-1
xorg-xvinfo 1.1.3-2
xorg-xwd 1.0.7-1
xorg-xwininfo 1.1.4-1
xorg-xwud 1.0.5-1
xorgproto 2018.4-1
xsane 0.999-3
xterm 337-1
xvidcore 1.3.5-1
xz 5.2.4-1
yajl 2.1.0-2
yay 8.1139-1
zeromq 4.2.5-1
zip 3.0-8
zita-alsa-pcmi 0.3.2-1
zita-resampler 1.6.2-1
zlib 1:1.2.11-3
zstd 1.3.5-1
zvbi 0.2.35-3
